,Features,Parameters_knn,RMSE,Sample_size,Runtime
120,"['Series', 'Awards', 'imdb_ratings', 'PG_Rating', 'NEWKeywords: 150']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9290239030802552,10000,359.73885416984564
121,"['Series', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.929572834188283,10000,400.38279581069946
122,"['Series', 'Genres', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9296145748336488,10000,262.0270817279816
123,"['Series', 'imdb_ratings', 'RottenTomatoes_Rating']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.930238999918696,10000,136.79929780960086
124,"['Series', 'Awards', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9314927698794456,10000,259.06538891792303
125,"['Series', 'Awards', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Keywords: 10', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9315595290241906,10000,3919.978990077973
126,"['Series', 'Awards', 'Genres', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9320575800252606,10000,183.46568751335144
127,"['Series', 'Genres', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9324950927564382,10000,264.1950504779816
128,"['Series', 'Awards', 'Genres', 'RottenTomatoes_Rating', 'NEWKeywords: 150']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9325844117274154,10000,366.0135564804077
0,"['Series', 'PG_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9334783374238377,10000,406.2150959968567
129,"['Series', 'Awards', 'Genres', 'PG_Rating']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9336614676718102,10000,140.61675667762756
130,"['Series', 'Awards', 'Genres', 'RottenTomatoes_Rating', 'PG_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9338847057718694,10000,401.6539475917816
131,"['Series', 'Genres', 'RottenTomatoes_Rating', 'PG_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9347127313958346,10000,400.5509488582611
