,Features,Parameters_knn,RMSE,Sample_size,Runtime
66,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'Genres', 'imdb_ratings', 'RottenTomatoes_Rating', 'Metacritic_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8278746430117342,10000,126.19175910949707
67,"['Year', 'Runtime', 'imdbVotes', 'imdb_ratings', 'RottenTomatoes_Rating', 'Metacritic_Rating', 'PG_Rating', 'Directors: 200']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8283044434352883,10000,134.99357509613034
68,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8283498103456997,10000,116.59997987747192
69,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'Genres', 'imdb_ratings', 'Metacritic_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8284461492021293,10000,129.70029187202456
70,"['Year', 'Runtime', 'imdbVotes', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 250']","[('mean', True), ('knn_metric', 'cosine'), ('set_k', False)]",0.8284954747412123,10000,131.09472107887268
71,"['Year', 'Runtime', 'imdb_ratings', 'RottenTomatoes_Rating', 'Metacritic_Rating', 'PG_Rating', 'Directors: 200']","[('mean', True), ('knn_metric', 'cosine'), ('set_k', False)]",0.8288578937643989,10000,148.97479224205014
72,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'Metacritic_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8289889363496202,10000,115.06834006309508
73,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', True), ('knn_metric', 'cosine'), ('set_k', False)]",0.8291543359217135,10000,122.19016313552856
74,"['Year', 'Runtime', 'imdbVotes', 'imdb_ratings', 'RottenTomatoes_Rating', 'Metacritic_Rating', 'PG_Rating', 'Directors: 250']","[('mean', True), ('knn_metric', 'cosine'), ('set_k', False)]",0.829560633374345,10000,128.4008059501648
75,"['Year', 'Runtime', 'imdbVotes', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 200']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8296754668973395,10000,155.8527970314026
76,"['Year', 'Runtime', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8297306615563961,10000,130.7690908908844
77,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8298876470291952,10000,123.82429313659668
78,"['Year', 'Runtime', 'imdbVotes', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 200']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8301379421634182,10000,118.92035293579102
79,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 100']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8308315522624852,10000,118.48343086242676
80,"['Year', 'Runtime', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8310660732480258,10000,128.6494870185852
81,"['Year', 'Runtime', 'imdbVotes', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.831098342041725,10000,114.233256816864
82,"['Year', 'Runtime', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 200']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.831509997313643,10000,125.47707271575928
83,"['Year', 'Runtime', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'Metacritic_Rating', 'PG_Rating', 'Directors: 150']","[('mean', False), ('knn_metric', 'cosine'), ('set_k', False)]",0.8316984861450761,10000,123.89756870269777
84,"['Year', 'Runtime', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'Directors: 150']","[('mean', True), ('knn_metric', 'cosine'), ('set_k', False)]",0.8322947674952667,10000,114.77381706237793
