Year,Rated,Released,Runtime,imdbRating,imdbVotes,imdbID,Rotten Tomatoes,Metacritic,Oscars_won,Oscars_nominated,Golden_globe_won,Golden_globe_nominated
1987.0,2.0,12.0,88.0,6.3,32270.0,tt0094142,6.3,5.6,,1.0,,
2000.0,,12.0,173.0,8.1,18955.0,tt0244316,,9.3,,,,
1980.0,1.0,2.0,112.0,6.4,3033.0,tt0081159,,2.8,,,,
1994.0,3.0,2.0,107.0,7.3,14172.0,tt0110631,,,,,,
1966.0,2.0,12.0,182.0,7.6,12844.0,tt0060934,8.8,,,8.0,,
1949.0,,2.0,132.0,7.7,11803.0,tt0041996,9.6,,2.0,,,
1965.0,,6.0,117.0,7.1,12206.0,tt0059885,8.9,,,1.0,,
1978.0,3.0,7.0,109.0,7.5,108650.0,tt0077975,9.0,7.9,,,,
2001.0,2.0,6.0,94.0,5.5,14524.0,tt0161083,1.0,3.7,,,,
2000.0,2.0,4.0,118.0,7.3,3891.0,tt0212815,6.5,5.9,,,,
2006.0,3.0,1.0,106.0,6.7,185719.0,tt0401855,1.7,3.6,,,,
2001.0,3.0,6.0,99.0,6.5,172810.0,tt0244244,2.5,3.2,,,,
2001.0,3.0,6.0,115.0,6.3,7903.0,tt0254099,6.1,5.6,,,,
2001.0,3.0,1.0,99.0,5.7,580.0,tt0212827,,3.5,,,,
2000.0,2.0,3.0,117.0,7.8,4521.0,tt0234288,9.0,6.9,,1.0,,
1999.0,3.0,3.0,95.0,6.5,1112.0,tt0194530,4.0,,,,,
1970.0,3.0,6.0,122.0,7.2,21162.0,tt0065528,7.9,7.0,,,,
1995.0,,10.0,53.0,7.4,5585.0,tt0116344,10.0,,,,,
1991.0,3.0,7.0,122.0,7.3,148659.0,tt0102685,6.9,5.8,,,,
1989.0,1.0,7.0,98.0,6.4,3622.0,tt0098300,6.3,5.6,,,,
1983.0,3.0,12.0,105.0,6.4,8594.0,tt0086508,5.6,3.8,,,,
1992.0,3.0,6.0,111.0,6.3,13986.0,tt0105699,7.3,,,,,
1986.0,3.0,1.0,110.0,6.2,11902.0,tt0092272,3.8,5.1,,,,
1953.0,,8.0,91.0,7.2,29720.0,tt0045810,9.8,,,,,
1953.0,,11.0,95.0,6.9,19735.0,tt0045891,8.4,,,1.0,,
1981.0,,9.0,102.0,8.2,356.0,tt0262973,,,,,,
1955.0,,7.0,105.0,7.1,32403.0,tt0048605,8.7,,,,1.0,
1954.0,,1.0,117.0,6.5,5137.0,tt0047574,6.7,,,3.0,,
1982.0,1.0,12.0,116.0,7.4,94268.0,tt0084805,9.0,8.8,1.0,,,
1996.0,1.0,2.0,100.0,7.3,398.0,tt0115743,,,,,,
1970.0,1.0,6.0,145.0,6.7,3078.0,tt0066471,5.7,,,,,
1998.0,,1.0,93.0,6.4,330.0,tt0120374,,,,,,
2001.0,3.0,11.0,116.0,5.9,946.0,tt0244709,0.6,2.6,,,,
2001.0,1.0,6.0,95.0,6.9,99232.0,tt0230011,4.9,5.2,,,,
2001.0,2.0,6.0,100.0,5.8,192912.0,tt0146316,2.0,3.3,,,,
2001.0,1.0,6.0,87.0,4.7,40856.0,tt0240462,4.2,4.9,,,,
2001.0,2.0,6.0,106.0,6.8,337467.0,tt0232500,5.3,5.8,,,,
2001.0,2.0,6.0,146.0,7.2,283474.0,tt0212720,7.4,6.5,,2.0,,
2001.0,3.0,6.0,130.0,6.4,12462.0,tt0255819,7.1,5.5,,,,
2001.0,2.0,6.0,99.0,6.5,23498.0,tt0250224,6.3,6.1,,,,
2001.0,2.0,6.0,81.0,5.3,13120.0,tt0258038,2.7,3.1,,,,
1999.0,3.0,10.0,90.0,5.8,481.0,tt0212517,5.3,4.2,,,,
2000.0,,4.0,95.0,6.8,1706.0,tt0228242,6.9,6.3,,,,
2000.0,0.0,10.0,98.0,7.4,582.0,tt0284067,9.7,7.5,,,,
2005.0,,6.0,125.0,7.0,19045.0,tt0409184,7.2,6.7,,,,
2000.0,3.0,7.0,89.0,7.3,52838.0,tt0203119,8.6,7.9,,1.0,,
2000.0,3.0,1.0,131.0,4.2,1308.0,tt0179473,1.4,2.2,,,,
2000.0,3.0,10.0,135.0,7.5,13789.0,tt0203632,6.3,6.4,,,,
2001.0,3.0,8.0,84.0,7.0,15595.0,tt0243493,8.5,7.2,,,,
1990.0,2.0,11.0,181.0,8.0,231800.0,tt0099348,8.3,7.2,7.0,,,
2000.0,3.0,7.0,106.0,6.9,56381.0,tt0228786,6.8,4.9,,,,
2000.0,,9.0,115.0,7.2,1668.0,tt0246765,8.1,7.8,,,,
2000.0,2.0,4.0,124.0,6.5,760.0,tt0210217,5.8,6.0,,,,
1996.0,2.0,4.0,97.0,6.2,24486.0,tt0117979,8.5,6.4,,,,
2001.0,3.0,7.0,98.0,6.6,59597.0,tt0271027,5.1,5.8,,,,
2001.0,3.0,7.0,83.0,5.3,145493.0,tt0257106,1.5,2.9,,,,
2001.0,3.0,9.0,103.0,6.9,19361.0,tt0245238,5.1,5.3,,,,
2000.0,,6.0,77.0,4.4,16468.0,tt0249380,2.3,3.5,,,,
2000.0,2.0,5.0,112.0,7.2,3455.0,tt0224578,8.1,7.2,,,,
1988.0,1.0,11.0,81.0,7.3,12383.0,tt0094663,6.4,,,,,
1965.0,,4.0,98.0,5.7,2326.0,tt0058953,8.0,,,,,
1958.0,,10.0,106.0,8.0,8668.0,tt0052216,8.9,,,1.0,,
1981.0,1.0,6.0,95.0,6.3,31990.0,tt0082136,3.0,2.8,,,,
1984.0,1.0,6.0,108.0,5.1,14505.0,tt0087032,1.3,1.3,,,,
1989.0,1.0,4.0,94.0,4.5,2988.0,tt0098369,0.0,,,,,
1964.0,,3.0,97.0,7.5,7738.0,tt0058249,8.7,,,,,
1963.0,,7.0,109.0,6.9,7451.0,tt0057007,5.5,,,,,
1965.0,,11.0,88.0,5.1,1926.0,tt0059124,2.9,,,,,
1960.0,,9.0,79.0,7.0,11321.0,tt0053925,9.0,7.5,,,1.0,
2000.0,3.0,2.0,98.0,4.2,3457.0,tt0223268,,,,,,
1924.0,,1.0,90.0,8.1,11794.0,tt0015064,10.0,,,,,
1962.0,,4.0,123.0,8.1,66350.0,tt0056217,9.3,9.4,,1.0,,
2006.0,,9.0,134.0,7.3,3020.0,tt0445691,,,,,,
2002.0,,9.0,134.0,6.9,5337.0,tt0328802,7.6,6.1,,,,
1991.0,2.0,3.0,85.0,6.7,15431.0,tt0105378,5.0,,,,,
1986.0,3.0,11.0,114.0,6.9,15463.0,tt0091983,9.0,7.3,,,,3.0
1965.0,,7.0,122.0,7.2,13614.0,tt0059740,10.0,,,,,
1972.0,1.0,7.0,91.0,4.4,2175.0,tt0069372,0.0,,,,,
1965.0,,10.0,81.0,3.6,1975.0,tt0059878,0.0,,,,,
1963.0,,9.0,79.0,6.7,5837.0,tt0057693,8.8,,,,,
1981.0,3.0,6.0,88.0,6.2,6713.0,tt0082163,4.3,5.4,,,,
1961.0,,5.0,99.0,7.1,4377.0,tt0054790,8.0,,,,,
1981.0,,6.0,86.0,6.2,11898.0,tt0082966,4.5,,,,,
1982.0,3.0,8.0,90.0,6.0,2884.0,tt0084788,,4.0,,,,
1955.0,,12.0,89.0,7.6,12753.0,tt0047811,9.0,,,,,
1954.0,,9.0,128.0,7.0,9080.0,tt0046754,10.0,,1.0,,,
2007.0,,2.0,95.0,5.9,516.0,tt0822791,,,,,,
1972.0,3.0,3.0,91.0,8.1,27532.0,tt0069467,8.9,,1.0,,,
1960.0,,12.0,96.0,7.1,2659.0,tt0053796,7.7,,,1.0,,
1970.0,3.0,12.0,94.0,7.4,5630.0,tt0065777,10.0,,1.0,,,
1987.0,2.0,11.0,94.0,3.3,4213.0,tt0093227,1.7,,,,,
1955.0,,4.0,106.0,7.6,17566.0,tt0048261,9.8,,,,,
1968.0,1.0,10.0,134.0,7.9,28102.0,tt0063227,9.2,,3.0,,,
1961.0,,2.0,125.0,7.3,16342.0,tt0055184,9.7,7.7,,,,
1998.0,1.0,3.0,180.0,6.4,3589.0,tt0120756,7.5,,,,1.0,
2005.0,,5.0,30.0,2.5,24.0,tt0460824,,,,,,
1936.0,,12.0,85.0,7.2,1241.0,tt0028167,7.1,,,,,
1957.0,,7.0,96.0,8.1,26523.0,tt0051036,9.8,10.0,,,,
1956.0,,12.0,99.0,7.4,9391.0,tt0049966,8.2,,1.0,,,
1965.0,,12.0,92.0,6.6,3329.0,tt0059095,8.0,,,,,
1985.0,3.0,10.0,144.0,7.6,2569.0,tt0089716,,,,1.0,,
1976.0,1.0,9.0,98.0,6.7,8327.0,tt0074991,7.5,5.9,,1.0,,
1977.0,3.0,8.0,92.0,7.4,74745.0,tt0076786,9.3,7.9,,,,
1972.0,3.0,9.0,107.0,7.4,24986.0,tt0068767,,6.8,,,,
1981.0,3.0,4.0,138.0,7.6,20846.0,tt0082176,7.1,,,,,
1971.0,3.0,2.0,99.0,7.1,23367.0,tt0067824,6.4,,,,,
1978.0,3.0,6.0,100.0,6.1,16255.0,tt0077594,6.7,3.6,,,,
1985.0,2.0,3.0,109.0,6.9,12396.0,tt0089461,5.8,,,,,1.0
1981.0,3.0,5.0,109.0,6.6,26058.0,tt0082869,5.6,4.8,,1.0,,
1972.0,3.0,8.0,90.0,7.3,30532.0,tt0068935,8.9,5.8,,,,
1998.0,,10.0,45.0,4.7,687.0,tt0163862,7.0,,,,,
2001.0,2.0,7.0,106.0,6.4,79151.0,tt0173840,4.5,4.9,,,,
2001.0,2.0,7.0,96.0,6.3,177151.0,tt0250494,7.0,5.9,,,,2.0
2001.0,3.0,7.0,124.0,6.8,117370.0,tt0227445,7.3,7.1,,,,
2000.0,,9.0,90.0,6.9,153.0,tt0262210,9.0,7.0,,,,
2001.0,3.0,12.0,108.0,6.9,33745.0,tt0242193,5.4,4.5,,,,
2001.0,1.0,11.0,97.0,7.1,1332.0,tt0273300,8.1,6.8,,,,
2001.0,3.0,8.0,95.0,6.4,16810.0,tt0227005,7.1,6.2,,,,
2000.0,,5.0,46.0,7.5,2044.0,tt0245280,6.7,5.7,,,,
1998.0,,,6.0,8.1,5389.0,tt0188913,,,,1.0,,
2008.0,,8.0,92.0,8.6,55.0,tt1275532,,,,,,
1994.0,,4.0,39.0,7.4,589.0,tt0109049,10.0,,,,,
1998.0,,6.0,41.0,7.2,476.0,tt0130445,,,,1.0,,
1999.0,,10.0,50.0,5.4,139.0,tt0182299,7.3,,,,,
1988.0,1.0,4.0,93.0,5.8,4044.0,tt0094593,2.9,,,,,
1966.0,1.0,9.0,50.0,8.3,70238.0,tt0060028,,,,,,
1988.0,1.0,1.0,121.0,6.8,14314.0,tt0094606,8.1,5.3,1.0,,,
1988.0,3.0,10.0,111.0,7.1,30587.0,tt0094608,9.1,6.5,1.0,,,
1988.0,3.0,4.0,99.0,6.0,27483.0,tt0094602,5.3,4.5,,,,
1988.0,1.0,3.0,126.0,7.2,49245.0,tt0096764,9.2,6.9,,4.0,,
1988.0,3.0,9.0,124.0,6.9,3468.0,tt0094667,7.3,,,,,
1988.0,1.0,4.0,102.0,6.2,3458.0,tt0094669,,,,,,
2008.0,0.0,8.0,77.0,6.3,8001.0,tt0969647,3.3,,,,,
1988.0,1.0,7.0,113.0,4.6,5789.0,tt0094678,1.3,,,,,
1988.0,3.0,4.0,80.0,5.7,3196.0,tt0094701,2.3,,,,,
1988.0,3.0,10.0,105.0,6.5,7639.0,tt0094712,8.1,5.8,,,,
2000.0,3.0,2.0,119.0,6.7,217141.0,tt0163978,2.0,4.3,,,,
1988.0,3.0,9.0,111.0,7.3,8455.0,tt0094716,,,,,,
1929.0,,4.0,19.0,7.8,2560.0,tt0019688,,,,,,
1988.0,1.0,7.0,86.0,5.0,8336.0,tt0094744,3.5,,,,,
1988.0,2.0,3.0,106.0,6.6,13629.0,tt0094746,7.8,6.1,,,,
1963.0,2.0,3.0,119.0,7.7,163803.0,tt0056869,9.5,9.0,,1.0,,
1988.0,3.0,8.0,95.0,6.5,30090.0,tt0094761,6.0,,,,,
1988.0,3.0,12.0,95.0,6.1,1812.0,tt0094783,3.8,,,,,
1988.0,3.0,4.0,107.0,5.7,7059.0,tt0094799,6.0,5.1,,,,
1988.0,1.0,7.0,98.0,3.8,14368.0,tt0094824,0.4,0.7,,,,
1988.0,3.0,12.0,175.0,7.3,5894.0,tt0094828,10.0,,,2.0,,
1988.0,3.0,4.0,97.0,5.0,3602.0,tt0094846,3.3,,,,,
1988.0,3.0,8.0,124.0,6.7,5442.0,tt0094884,6.2,,,,,
1988.0,3.0,7.0,104.0,5.9,77074.0,tt0094889,0.5,1.2,,,,1.0
1988.0,3.0,4.0,120.0,6.7,23213.0,tt0094894,8.2,6.6,,,,
1988.0,3.0,6.0,116.0,7.0,157630.0,tt0094898,6.7,4.7,,2.0,,
1988.0,3.0,1.0,97.0,5.8,4424.0,tt0094910,3.3,,,,,
1988.0,3.0,4.0,117.0,5.7,3381.0,tt0097125,3.3,,,,,
1986.0,2.0,4.0,86.0,6.1,29830.0,tt0090887,5.5,5.2,,,,
1988.0,2.0,4.0,86.0,5.5,13320.0,tt0094919,2.7,4.8,,,,
1991.0,2.0,,86.0,4.4,10593.0,tt0101627,0.0,,,,,
1988.0,1.0,9.0,97.0,6.9,3433.0,tt0094921,8.8,,,,,1.0
2006.0,2.0,6.0,87.0,4.8,42433.0,tt0398913,3.3,3.8,,,,
1988.0,3.0,5.0,86.0,6.1,6155.0,tt0094961,1.1,,,,,
1988.0,3.0,7.0,91.0,6.3,39098.0,tt0094963,5.7,4.6,,,,
1988.0,1.0,12.0,110.0,7.4,62032.0,tt0095031,8.9,6.8,,,,1.0
1988.0,3.0,6.0,118.0,7.2,7605.0,tt0092929,9.2,,,,,
1988.0,2.0,9.0,96.0,6.6,12536.0,tt0095088,4.7,4.3,,,,
1988.0,1.0,11.0,95.0,5.6,9743.0,tt0095107,3.6,4.4,,,,
1988.0,3.0,11.0,127.0,6.2,2788.0,tt0095119,4.2,,,,,
1988.0,2.0,10.0,82.0,5.5,2820.0,tt0095145,2.0,,,,,
1988.0,2.0,1.0,90.0,6.0,4199.0,tt0095169,1.7,4.1,,,,
1988.0,3.0,2.0,120.0,6.9,47383.0,tt0095174,7.6,6.6,,,,
1988.0,2.0,11.0,105.0,5.0,1657.0,tt0095178,0.0,,,,,
1988.0,2.0,10.0,129.0,7.0,23153.0,tt0095243,8.3,,,5.0,,
1988.0,1.0,6.0,91.0,6.7,37707.0,tt0095253,4.0,2.4,,,,
2006.0,,3.0,110.0,5.2,1283.0,tt0785002,,,,,,
1988.0,2.0,11.0,99.0,5.8,8240.0,tt0095304,2.9,4.7,,,,
1988.0,1.0,8.0,83.0,4.4,2838.0,tt0095326,0.0,,,,,
1987.0,1.0,3.0,101.0,6.1,1994.0,tt0095333,6.7,,,,,
1988.0,3.0,11.0,94.0,3.5,2432.0,tt0095334,,,,,,
1988.0,3.0,10.0,100.0,7.9,4312.0,tt0095360,9.2,,,,,
1988.0,3.0,3.0,91.0,4.6,5907.0,tt0095409,0.0,1.0,,,,
1988.0,2.0,4.0,113.0,6.6,5918.0,tt0095484,6.9,7.0,,,,
1988.0,3.0,10.0,93.0,5.9,9649.0,tt0095488,6.5,6.1,,,,
1988.0,0.0,11.0,69.0,7.4,77114.0,tt0095489,7.0,6.6,,,,
1988.0,2.0,7.0,88.0,6.3,17568.0,tt0095519,1.7,3.6,,,,
1988.0,1.0,3.0,98.0,6.0,4824.0,tt0095532,5.4,,,,,
1988.0,3.0,3.0,91.0,6.0,3162.0,tt0095599,5.0,,,,,
1988.0,3.0,3.0,117.0,6.8,5761.0,tt0095638,5.8,,1.0,,,
1988.0,2.0,9.0,103.0,6.0,5218.0,tt0095654,4.2,,,,,
1988.0,3.0,3.0,89.0,6.2,4955.0,tt0095662,3.3,3.6,,,,
1988.0,,12.0,105.0,5.3,24354.0,tt0095687,1.9,,,,,
1988.0,3.0,2.0,90.0,5.6,2478.0,tt0095736,3.3,,,,,
1988.0,3.0,3.0,102.0,6.2,2528.0,tt0095774,5.0,,,,,
1987.0,1.0,4.0,95.0,7.4,11596.0,tt0095801,8.5,7.1,,1.0,,
1988.0,2.0,4.0,91.0,6.4,1832.0,tt0095853,5.0,,,,,
1988.0,3.0,6.0,104.0,6.1,62179.0,tt0095963,6.7,6.1,,,,
1988.0,3.0,1.0,89.0,5.8,17721.0,tt0095990,0.0,4.5,,,,
1985.0,3.0,8.0,91.0,7.3,52198.0,tt0089907,9.2,6.6,,,,
1988.0,1.0,4.0,99.0,6.6,2194.0,tt0095993,,,,,,
1982.0,1.0,11.0,102.0,7.3,7652.0,tt0084296,8.5,6.3,,,,1.0
1988.0,1.0,9.0,99.0,6.6,1729.0,tt0096003,,,,,,
1988.0,2.0,9.0,116.0,7.7,13382.0,tt0096018,8.5,6.7,,2.0,,
1988.0,3.0,6.0,89.0,6.5,1364.0,tt0096029,4.3,,,,,
2000.0,,2.0,100.0,6.5,607.0,tt0229694,,,,,,
2007.0,,11.0,60.0,7.3,1168.0,tt1129029,,,,,,
1988.0,3.0,2.0,98.0,6.5,21283.0,tt0096071,,6.4,,,,
1988.0,3.0,5.0,97.0,6.0,2674.0,tt0096087,6.3,,,,,
1988.0,3.0,2.0,110.0,6.8,11161.0,tt0096098,10.0,,,,,
1986.0,1.0,5.0,98.0,6.7,54996.0,tt0091949,5.8,5.0,,,,
1986.0,1.0,5.0,98.0,6.7,54996.0,tt0091949,5.8,5.0,,,,
1988.0,,10.0,107.0,7.7,32284.0,tt0096163,9.8,,,,,
1988.0,3.0,5.0,93.0,6.2,3422.0,tt0096180,7.3,,,,,
2004.0,3.0,7.0,80.0,8.0,223950.0,tt0381681,9.5,9.0,,1.0,,
1988.0,3.0,9.0,101.0,5.7,752.0,tt0096200,5.0,,,,,
1988.0,1.0,3.0,105.0,6.0,3219.0,tt0096203,5.8,,,,,
1988.0,3.0,1.0,96.0,4.5,797.0,tt0096241,,,,,,
1989.0,,7.0,67.0,7.0,18120.0,tt0096251,7.9,,,,,
1988.0,3.0,11.0,94.0,7.3,103959.0,tt0096256,8.6,5.4,,,,
1988.0,3.0,10.0,117.0,6.2,1283.0,tt0096280,8.0,,,,,
1988.0,3.0,12.0,120.0,7.7,6396.0,tt0096289,7.4,,,,,
1988.0,3.0,7.0,90.0,5.9,1859.0,tt0096294,6.3,,,,,
1988.0,1.0,8.0,110.0,6.9,15852.0,tt0096316,8.3,7.4,,3.0,,
1988.0,1.0,12.0,107.0,6.1,109641.0,tt0096320,4.4,5.3,,,,1.0
1988.0,1.0,3.0,98.0,5.9,8962.0,tt0096380,4.3,,,,,
2000.0,3.0,9.0,97.0,5.3,24907.0,tt0204626,1.0,2.2,,,,
1988.0,3.0,6.0,95.0,6.2,10377.0,tt0096426,6.0,4.1,,,,
1988.0,1.0,10.0,107.0,7.0,9084.0,tt0096454,6.0,,,,,
1988.0,1.0,8.0,91.0,5.2,8238.0,tt0096486,3.6,,,,,
2002.0,2.0,10.0,105.0,5.6,3008.0,tt0280674,1.1,2.0,,,,
1985.0,3.0,8.0,95.0,5.5,13264.0,tt0088708,0.0,2.0,,,,
1987.0,3.0,5.0,90.0,4.9,7765.0,tt0092548,,3.9,,,,
1989.0,3.0,2.0,89.0,3.6,4687.0,tt0096804,,,,,,
1989.0,2.0,11.0,97.0,6.4,11506.0,tt0096913,,,,,,
1993.0,3.0,3.0,101.0,5.6,5090.0,tt0106393,1.0,,,,,
2003.0,,8.0,80.0,7.9,26.0,tt0382186,,,,,,
1989.0,1.0,2.0,90.0,6.9,105548.0,tt0096928,7.9,5.0,,,,
1989.0,3.0,9.0,125.0,6.7,47665.0,tt0096933,5.2,5.6,,2.0,,
1989.0,3.0,12.0,120.0,6.0,3459.0,tt0096943,8.0,6.7,,1.0,,
1989.0,3.0,3.0,86.0,6.4,14188.0,tt0096945,5.4,,,,,
2007.0,3.0,9.0,101.0,6.8,24279.0,tt0455782,5.4,5.4,,,,
1989.0,3.0,5.0,84.0,4.1,3094.0,tt0097001,,,,,,
1989.0,3.0,8.0,113.0,7.1,39468.0,tt0097027,8.3,7.5,,,,1.0
1989.0,1.0,3.0,108.0,6.5,10181.0,tt0097044,6.7,6.2,,1.0,,
1999.0,2.0,4.0,118.0,6.8,12442.0,tt0126250,8.6,7.0,,,,
1989.0,3.0,4.0,86.0,5.1,28029.0,tt0097138,2.0,2.4,,,,
1994.0,1.0,6.0,109.0,4.8,7233.0,tt0109891,0.3,,,,,
1989.0,3.0,3.0,102.0,6.1,3120.0,tt0097166,3.3,,,,,
1989.0,3.0,4.0,98.0,6.4,2061.0,tt0097211,5.0,,,,,
1989.0,2.0,3.0,114.0,5.9,6117.0,tt0097236,0.0,3.2,,,,
1989.0,2.0,4.0,113.0,6.5,12305.0,tt0097235,5.4,5.4,,,,
1989.0,3.0,9.0,106.0,7.0,4806.0,tt0097243,8.1,6.8,,1.0,,
1988.0,1.0,5.0,100.0,5.4,19607.0,tt0097257,6.7,6.6,,,,
1989.0,2.0,8.0,104.0,6.3,2610.0,tt0097262,,,,,,
1983.0,1.0,9.0,95.0,6.9,6463.0,tt0085475,3.8,5.1,,,,
1989.0,3.0,12.0,119.0,6.6,1884.0,tt0097276,8.5,,,3.0,,
1989.0,2.0,9.0,107.0,6.3,12609.0,tt0097289,4.7,,,,,
1989.0,2.0,1.0,94.0,4.8,2173.0,tt0097314,,,,,,
1989.0,3.0,12.0,110.0,5.7,11514.0,tt0097328,3.8,,,,,
1989.0,2.0,3.0,117.0,6.3,2506.0,tt0097334,5.5,,,,,
1989.0,2.0,10.0,127.0,6.5,6756.0,tt0097336,4.7,,,,,
1988.0,3.0,9.0,119.0,5.3,504.0,tt0097435,,,,,,
1989.0,2.0,1.0,100.0,6.3,6827.0,tt0097438,2.9,4.0,,,,
1989.0,3.0,5.0,99.0,1.8,12014.0,tt0096870,,,,,,
1989.0,2.0,6.0,108.0,6.2,14973.0,tt0097457,6.3,4.9,,,,
1989.0,2.0,10.0,109.0,6.2,3424.0,tt0097458,3.0,,,,,
1997.0,,5.0,96.0,7.8,20583.0,tt0118845,7.9,6.9,,,,
1989.0,3.0,11.0,116.0,6.1,19579.0,tt0097481,2.1,1.6,,1.0,,
1989.0,1.0,2.0,94.0,5.8,6532.0,tt0097500,1.7,2.4,,,,
1989.0,3.0,12.0,100.0,5.3,1621.0,tt0097521,0.0,,,,,
1989.0,3.0,3.0,90.0,6.9,5257.0,tt0097531,6.0,,,,,
1989.0,2.0,10.0,95.0,6.1,1330.0,tt0097567,5.5,,,,,
2005.0,3.0,10.0,126.0,7.3,38385.0,tt0395972,6.9,6.8,,2.0,,
1989.0,3.0,10.0,113.0,6.5,5888.0,tt0097579,3.8,3.9,,,,
1989.0,3.0,3.0,102.0,6.3,5374.0,tt0097607,6.4,,,,,
1989.0,3.0,1.0,97.0,5.6,5994.0,tt0097613,2.5,,,,,
1989.0,3.0,9.0,94.0,6.2,8551.0,tt0097626,6.2,,,,,
1989.0,3.0,5.0,120.0,7.5,6565.0,tt0097635,7.9,,,1.0,,
1989.0,2.0,4.0,101.0,6.0,30551.0,tt0097637,2.2,4.4,,,,
1989.0,3.0,9.0,97.0,6.5,48200.0,tt0097659,4.0,3.3,,,,
1989.0,3.0,5.0,102.0,6.8,5563.0,tt0097714,7.4,,,,,
1989.0,2.0,3.0,108.0,7.4,17328.0,tt0097722,6.9,5.8,,,,
1989.0,2.0,8.0,90.0,6.8,4899.0,tt0097731,3.0,3.3,,,,
1989.0,3.0,3.0,98.0,5.8,17789.0,tt0097737,1.7,5.1,,,,
1989.0,1.0,8.0,100.0,6.1,10866.0,tt0097758,5.0,,,,,
1989.0,3.0,8.0,109.0,6.4,36575.0,tt0097770,1.7,5.2,,,,
1989.0,2.0,10.0,93.0,5.9,75245.0,tt0097778,5.7,5.1,,,,
2005.0,3.0,4.0,84.0,5.4,2994.0,tt0388213,1.8,4.5,,,,
1989.0,3.0,4.0,107.0,7.2,59799.0,tt0097815,8.3,6.2,,,,
1989.0,,9.0,97.0,6.7,18342.0,tt0097858,7.1,,,,,
1996.0,,10.0,45.0,8.0,9596.0,tt0115270,,,,,,3.0
1988.0,3.0,5.0,87.0,7.0,8740.0,tt0097889,9.0,,,,,
1989.0,1.0,1.0,102.0,6.0,1819.0,tt0097892,7.5,,,,,
1989.0,1.0,3.0,124.0,6.4,16422.0,tt0097965,7.5,,,,,
1989.0,3.0,10.0,108.0,5.9,8992.0,tt0097967,5.6,5.3,,,,
1989.0,2.0,6.0,93.0,4.4,5692.0,tt0097987,1.1,3.1,,,,
1989.0,3.0,10.0,119.0,5.8,1708.0,tt0098022,4.2,,,,,
1989.0,3.0,8.0,108.0,6.4,8210.0,tt0098051,6.4,5.5,,,,
2000.0,2.0,10.0,108.0,7.0,302749.0,tt0212338,8.4,7.3,,1.0,,
1989.0,3.0,9.0,89.0,5.8,1669.0,tt0098073,2.5,,,,,
1989.0,2.0,5.0,122.0,5.4,10463.0,tt0098097,2.1,,,,,
2008.0,3.0,12.0,103.0,5.9,58857.0,tt0450314,2.9,3.0,,,,
1988.0,3.0,4.0,105.0,5.2,8024.0,tt0098180,1.7,,,,,
2001.0,2.0,7.0,92.0,5.9,287475.0,tt0163025,4.9,4.2,,,,
2001.0,2.0,7.0,102.0,5.7,53644.0,tt0265029,3.2,4.4,,,,
2000.0,2.0,2.0,107.0,7.7,275201.0,tt0190590,7.7,6.9,,2.0,,
2001.0,3.0,9.0,111.0,7.3,110601.0,tt0162346,9.2,8.8,,1.0,,
2001.0,3.0,8.0,95.0,7.7,30873.0,tt0248845,9.2,8.5,,,,1.0
1968.0,0.0,4.0,112.0,8.0,161305.0,tt0063442,8.8,7.9,,2.0,,
2000.0,2.0,11.0,114.0,7.3,8743.0,tt0237539,7.1,6.8,,,,
1995.0,2.0,4.0,97.0,7.7,8884.0,tt0112757,4.5,,,,,
2000.0,3.0,9.0,91.0,6.9,5192.0,tt0203540,4.6,4.6,,,,
2001.0,3.0,4.0,97.0,6.6,52436.0,tt0243655,3.6,4.2,,,,
1989.0,3.0,8.0,92.0,6.0,1271.0,tt0098184,4.0,,,,,
2004.0,3.0,2.0,124.0,5.2,10163.0,tt0276830,2.2,,,,,
1989.0,2.0,5.0,88.0,4.6,3945.0,tt0098193,4.4,3.9,,,,
1989.0,1.0,4.0,102.0,6.0,3193.0,tt0098194,6.0,,,,,
1989.0,3.0,5.0,114.0,6.6,59764.0,tt0098206,3.9,3.6,,,,
1989.0,2.0,8.0,102.0,7.1,2029.0,tt0098219,7.8,,,,,
1989.0,1.0,5.0,94.0,6.0,738.0,tt0098224,5.6,,,,,
1998.0,4.0,8.0,22.0,7.3,432.0,tt0165057,,,,,,
1989.0,4.0,6.0,123.0,7.6,18282.0,tt0098253,8.5,,,,,
2006.0,3.0,1.0,92.0,7.4,72972.0,tt0465551,8.7,7.3,,4.0,,
1989.0,3.0,7.0,103.0,6.1,1050.0,tt0098261,8.3,,,,,
1989.0,3.0,9.0,113.0,6.8,36580.0,tt0098273,7.9,6.6,,,,1.0
1989.0,3.0,5.0,103.0,6.9,46662.0,tt0098282,2.8,4.4,,,,
1989.0,1.0,4.0,90.0,5.4,3826.0,tt0098308,1.1,2.0,,,,
1989.0,3.0,8.0,108.0,7.2,6728.0,tt0098319,7.3,5.2,,2.0,,
1989.0,3.0,10.0,109.0,5.5,14334.0,tt0098320,2.4,5.1,,,,
1989.0,3.0,3.0,101.0,6.2,3857.0,tt0098343,3.8,,,,,
1989.0,3.0,3.0,124.0,5.5,841.0,tt0098347,2.2,,,,,
1988.0,3.0,9.0,94.0,5.8,2818.0,tt0098356,5.0,,,,,
1989.0,3.0,11.0,93.0,5.7,3267.0,tt0098385,0.0,,,,,
